data,hora,umidade_%
01/01/2000,00:09:34,81.00
01/01/2000,00:09:35,81.00
01/01/2000,00:09:36,81.00
01/01/2000,00:09:37,81.00
01/01/2000,00:09:38,81.00
01/01/2000,00:09:39,81.00
01/01/2000,00:09:40,81.00
01/01/2000,00:09:41,81.00
01/01/2000,00:09:42,81.00
01/01/2000,00:09:43,81.00
01/01/2000,00:09:44,82.00
01/01/2000,00:09:45,82.00
01/01/2000,00:09:46,82.00
01/01/2000,00:09:47,82.00
01/01/2000,00:09:48,82.00
01/01/2000,00:09:49,82.00
01/01/2000,00:09:50,82.00
01/01/2000,00:09:51,82.00
01/01/2000,00:09:52,82.00
01/01/2000,00:09:53,81.00
01/01/2000,00:09:54,80.00
01/01/2000,00:09:55,80.00
01/01/2000,00:09:56,79.00
01/01/2000,00:09:57,79.00
01/01/2000,00:09:58,79.00
01/01/2000,00:09:59,79.00
01/01/2000,00:10:00,78.00
01/01/2000,00:10:01,78.00
01/01/2000,00:10:02,78.00
01/01/2000,00:10:03,78.00
01/01/2000,00:10:04,78.00
01/01/2000,00:10:05,78.00
01/01/2000,00:10:06,78.00
01/01/2000,00:10:07,78.00
01/01/2000,00:10:08,78.00
01/01/2000,00:10:09,78.00
01/01/2000,00:10:10,78.00
01/01/2000,00:10:11,78.00
01/01/2000,00:10:12,78.00
01/01/2000,00:10:13,78.00
01/01/2000,00:10:14,78.00
01/01/2000,00:10:15,78.00
01/01/2000,00:10:16,77.00
01/01/2000,00:10:17,77.00
01/01/2000,00:10:18,78.00
01/01/2000,00:10:19,78.00
01/01/2000,00:10:20,77.00
01/01/2000,00:10:21,77.00
01/01/2000,00:10:22,77.00
01/01/2000,00:10:23,77.00
01/01/2000,00:10:24,77.00
01/01/2000,00:10:25,77.00
01/01/2000,00:10:26,77.00
01/01/2000,00:10:27,77.00
01/01/2000,00:10:28,77.00
01/01/2000,00:10:29,77.00
01/01/2000,00:10:30,77.00
01/01/2000,00:10:31,77.00
01/01/2000,00:10:32,77.00
01/01/2000,00:10:33,77.00
01/01/2000,00:10:34,77.00
01/01/2000,00:10:35,77.00
01/01/2000,00:10:36,77.00
01/01/2000,00:10:37,77.00
01/01/2000,00:10:38,77.00
01/01/2000,00:10:39,77.00
01/01/2000,00:10:40,77.00
01/01/2000,00:10:41,77.00
01/01/2000,00:10:42,77.00
01/01/2000,00:10:43,77.00
01/01/2000,00:10:44,77.00
01/01/2000,00:10:45,77.00
01/01/2000,00:10:46,77.00
01/01/2000,00:10:47,77.00
01/01/2000,00:10:48,77.00
01/01/2000,00:10:49,77.00
01/01/2000,00:10:50,77.00
01/01/2000,00:10:51,77.00
01/01/2000,00:10:52,77.00
01/01/2000,00:10:53,77.00
01/01/2000,00:10:54,77.00
01/01/2000,00:10:55,77.00
01/01/2000,00:10:56,77.00
01/01/2000,00:10:57,77.00
01/01/2000,00:10:58,77.00
01/01/2000,00:10:59,77.00
01/01/2000,00:11:00,77.00
01/01/2000,00:11:01,77.00
01/01/2000,00:11:02,77.00
01/01/2000,00:11:03,77.00
01/01/2000,00:11:04,77.00
01/01/2000,00:11:05,77.00
01/01/2000,00:11:06,77.00
01/01/2000,00:11:07,77.00
01/01/2000,00:11:08,77.00
01/01/2000,00:11:09,77.00
